Timestamp,Memory usage (MB),CPU usage (%)
2023-02-07 12:50:05,1372.55859375,1.35
2023-02-07 12:50:06,1373.5859375,35.7375
2023-02-07 12:50:07,1381.5078125,64.6625
2023-02-07 12:50:08,1433.796875,69.6375
2023-02-07 12:50:09,1494.91796875,41.7625
