Timestamp,Memory usage (MB),CPU usage (%)
2023-02-05 08:45:27,1076.265625,0.0
2023-02-05 08:45:28,1126.6171875,84.5875
2023-02-05 08:45:29,1138.11328125,73.05
2023-02-05 08:45:30,1977.0859375,55.6625
2023-02-05 08:45:31,1599.62109375,78.0875
2023-02-05 08:45:32,874.06640625,57.5875
2023-02-05 08:45:33,452.4921875,48.5
2023-02-05 08:45:34,347.13671875,52.7125
2023-02-05 08:45:35,659.984375,46.825
2023-02-05 08:45:36,800.10546875,53.825
2023-02-05 08:45:37,919.5546875,54.2625
2023-02-05 08:45:38,1134.82421875,57.675
2023-02-05 08:45:39,1259.23828125,52.7375
2023-02-05 08:45:40,1428.9140625,53.25
2023-02-05 08:45:41,1502.64453125,28.2875
2023-02-05 08:45:42,1804.89453125,35.95
2023-02-05 08:45:43,2058.2421875,33.4875
2023-02-05 08:45:44,2106.67578125,23.4375
2023-02-05 08:45:45,2303.86328125,27.35
2023-02-05 08:45:46,2369.44140625,28.5125
2023-02-05 08:45:47,2428.02734375,26.3375
2023-02-05 08:45:48,2480.3515625,29.225
2023-02-05 08:45:49,2518.59765625,27.7375
2023-02-05 08:45:50,2548.90625,28.475
2023-02-05 08:45:51,2571.05859375,27.5375
2023-02-05 08:45:52,2591.69140625,31.725
2023-02-05 08:45:53,2592.4375,26.3375
2023-02-05 08:45:54,2592.453125,24.9875
2023-02-05 08:45:55,2592.6015625,25.975
2023-02-05 08:45:56,2592.625,25.7875
2023-02-05 08:45:57,2592.859375,21.675
2023-02-05 08:45:58,2592.87109375,13.4625
2023-02-05 08:45:59,2593.30859375,13.4625
2023-02-05 08:46:00,2593.32421875,12.5
2023-02-05 08:46:01,2593.34375,12.7
2023-02-05 08:46:02,2595.11328125,18.3625
2023-02-05 08:46:03,2595.44140625,14.225
2023-02-05 08:46:04,2595.45703125,14.0375
2023-02-05 08:46:05,2595.48828125,13.6625
2023-02-05 08:46:06,2595.5859375,13.65
2023-02-05 08:46:07,2595.640625,12.8875
2023-02-05 08:46:08,2595.67578125,12.8875
2023-02-05 08:46:09,2595.703125,13.675
2023-02-05 08:46:10,2595.73046875,13.475
2023-02-05 08:46:11,2595.75,12.5
2023-02-05 08:46:12,2595.76171875,13.675
2023-02-05 08:46:13,2595.78515625,14.0375
2023-02-05 08:46:14,2595.80078125,12.5
2023-02-05 08:46:15,2596.56640625,13.0875
2023-02-05 08:46:16,2596.56640625,13.8375
2023-02-05 08:46:17,2596.5703125,13.0875
2023-02-05 08:46:18,2596.5703125,12.5
2023-02-05 08:46:19,2596.60546875,13.075
2023-02-05 08:46:20,2596.60546875,13.475
2023-02-05 08:46:21,2596.625,12.8875
2023-02-05 08:46:22,2596.62890625,13.275
2023-02-05 08:46:23,2596.63671875,13.475
2023-02-05 08:46:24,2596.63671875,13.4625
2023-02-05 08:46:25,2596.63671875,12.8875
2023-02-05 08:46:26,2596.63671875,13.275
2023-02-05 08:46:28,2597.0625,13.675
2023-02-05 08:46:29,2597.08203125,13.2625
2023-02-05 08:46:30,2597.08203125,13.075
2023-02-05 08:46:31,2597.08203125,13.275
2023-02-05 08:46:32,2597.08203125,13.275
2023-02-05 08:46:33,2597.08203125,12.5125
2023-02-05 08:46:34,2597.30859375,13.2625
2023-02-05 08:46:35,2597.30859375,13.4625
2023-02-05 08:46:36,2597.30859375,12.8875
2023-02-05 08:46:37,2597.30859375,13.0875
2023-02-05 08:46:38,2597.30859375,13.075
2023-02-05 08:46:39,2597.30859375,13.0875
2023-02-05 08:46:40,2597.30859375,12.5
2023-02-05 08:46:41,2597.30859375,13.475
2023-02-05 08:46:42,2597.30859375,13.2625
2023-02-05 08:46:43,2597.30859375,12.5
2023-02-05 08:46:44,2597.30859375,12.5
2023-02-05 08:46:45,2597.30859375,13.8625
2023-02-05 08:46:46,2597.30859375,13.0875
2023-02-05 08:46:47,2597.3203125,12.5
2023-02-05 08:46:48,2597.3203125,13.075
2023-02-05 08:46:49,2597.3203125,13.275
2023-02-05 08:46:50,2597.32421875,13.675
2023-02-05 08:46:51,2597.3515625,13.0875
2023-02-05 08:46:52,2597.3671875,13.4625
2023-02-05 08:46:53,2597.3671875,13.85
2023-02-05 08:46:54,2597.37109375,12.875
2023-02-05 08:46:55,2597.37109375,12.5
2023-02-05 08:46:56,2597.37109375,13.2625
2023-02-05 08:46:57,2597.41796875,13.8625
2023-02-05 08:46:58,2597.45703125,12.7
2023-02-05 08:46:59,2597.45703125,13.275
2023-02-05 08:47:00,2666.7734375,17.775
2023-02-05 08:47:01,2666.7734375,14.0375
2023-02-05 08:47:02,2666.7734375,12.3
2023-02-05 08:47:03,2666.7734375,13.075
2023-02-05 08:47:04,2670.90234375,13.475
2023-02-05 08:47:05,2670.90625,15.2375
2023-02-05 08:47:06,2670.90625,13.4625
2023-02-05 08:47:07,2670.90625,13.475
2023-02-05 08:47:08,2670.90625,13.4625
2023-02-05 08:47:09,2670.87890625,13.275
2023-02-05 08:47:10,2670.87890625,13.2625
2023-02-05 08:47:11,2670.85546875,13.0875
2023-02-05 08:47:12,2670.8046875,14.0625
2023-02-05 08:47:13,2670.8046875,13.275
2023-02-05 08:47:14,2670.80859375,12.875
