Timestamp,Memory usage (MB),CPU usage (%)
2023-02-05 09:25:29,877.88671875,17.1875
2023-02-05 09:25:30,1080.71484375,77.5375
2023-02-05 09:25:31,1784.09375,64.7875
2023-02-05 09:25:32,1787.8828125,68.275
2023-02-05 09:25:33,1881.7265625,80.2625
2023-02-05 09:25:34,2208.6953125,63.0875
2023-02-05 09:25:35,2735.8046875,55.5625
2023-02-05 09:25:36,2738.07421875,76.3125
2023-02-05 09:25:37,2754.2421875,76.3875
2023-02-05 09:25:38,2790.859375,58.2
2023-02-05 09:25:39,3179.93359375,39.6
2023-02-05 09:25:40,3236.75390625,47.0125
2023-02-05 09:25:41,3242.59765625,68.75
2023-02-05 09:25:42,3243.08203125,60.0375
2023-02-05 09:25:43,3243.14453125,51.175
2023-02-05 09:25:44,3260.44140625,52.675
2023-02-05 09:25:45,3263.91796875,29.1
2023-02-05 09:25:46,3264.01953125,29.6
2023-02-05 09:25:47,3264.15234375,26.175
2023-02-05 09:25:48,3264.203125,27.15
2023-02-05 09:25:49,3264.23828125,26.7625
2023-02-05 09:25:50,3264.28125,27.875
2023-02-05 09:25:51,3264.03515625,28.5125
2023-02-05 09:25:52,3264.203125,27.925
2023-02-05 09:25:53,3264.3515625,25.95
2023-02-05 09:25:54,3264.39453125,26.95
2023-02-05 09:25:55,3264.51171875,25.4
2023-02-05 09:25:56,3264.53125,25.3875
2023-02-05 09:25:57,3264.67578125,26.95
2023-02-05 09:25:58,3271.109375,49.2125
2023-02-05 09:25:59,3271.16015625,12.8875
2023-02-05 09:26:00,3271.19921875,13.275
2023-02-05 09:26:01,3271.23828125,14.4375
2023-02-05 09:26:02,3271.265625,13.0875
2023-02-05 09:26:03,3271.328125,12.8875
2023-02-05 09:26:04,3271.35546875,13.2625
2023-02-05 09:26:05,3271.546875,14.45
2023-02-05 09:26:06,3271.5,14.6125
2023-02-05 09:26:07,3271.52734375,13.275
2023-02-05 09:26:08,3271.5625,13.675
2023-02-05 09:26:09,3271.6171875,13.475
2023-02-05 09:26:10,3271.640625,13.0875
2023-02-05 09:26:11,3271.66015625,12.6875
2023-02-05 09:26:12,3271.6484375,13.8625
2023-02-05 09:26:13,3271.7109375,13.2625
2023-02-05 09:26:14,3271.734375,13.0875
2023-02-05 09:26:15,3271.84765625,13.475
2023-02-05 09:26:16,3271.78515625,13.275
2023-02-05 09:26:17,3271.81640625,13.8625
2023-02-05 09:26:18,3271.84375,13.8625
2023-02-05 09:26:19,3271.88671875,13.65
2023-02-05 09:26:20,3271.91015625,12.7
2023-02-05 09:26:21,3271.9375,14.0625
2023-02-05 09:26:22,3271.96484375,13.6625
2023-02-05 09:26:23,3271.94921875,12.5
2023-02-05 09:26:24,3272.10546875,13.65
2023-02-05 09:26:25,3272.046875,13.65
2023-02-05 09:26:26,3272.0703125,13.275
2023-02-05 09:26:27,3272.10546875,12.5
2023-02-05 09:26:28,3272.125,13.475
2023-02-05 09:26:29,3272.203125,14.0625
2023-02-05 09:26:30,3272.19140625,12.6875
2023-02-05 09:26:31,3272.1953125,13.675
2023-02-05 09:26:32,3272.203125,13.275
2023-02-05 09:26:33,3272.20703125,13.075
2023-02-05 09:26:34,3272.2578125,12.8875
2023-02-05 09:26:35,3272.22265625,13.275
2023-02-05 09:26:36,3272.2265625,13.65
2023-02-05 09:26:37,3272.234375,13.675
2023-02-05 09:26:38,3272.23828125,13.0875
2023-02-05 09:26:39,3272.2421875,13.275
2023-02-05 09:26:40,3272.25,13.0875
2023-02-05 09:26:42,3272.26171875,13.0625
2023-02-05 09:26:43,3272.265625,12.8875
2023-02-05 09:26:44,3272.2734375,13.475
2023-02-05 09:26:45,3272.35546875,13.675
2023-02-05 09:26:46,3272.2421875,12.8875
2023-02-05 09:26:47,3272.296875,12.8875
2023-02-05 09:26:48,3272.30078125,13.4625
2023-02-05 09:26:49,3272.3046875,12.8875
2023-02-05 09:26:50,3272.3125,12.5
2023-02-05 09:26:51,3272.31640625,13.675
2023-02-05 09:26:52,3272.3203125,13.675
2023-02-05 09:26:53,3272.328125,12.7
2023-02-05 09:26:54,3272.33984375,12.8875
2023-02-05 09:26:55,3272.42578125,13.8625
2023-02-05 09:26:56,3272.34765625,13.8375
2023-02-05 09:26:57,3272.359375,13.0875
2023-02-05 09:26:58,3272.29296875,13.0875
2023-02-05 09:26:59,3272.296875,13.8625
2023-02-05 09:27:00,3272.18359375,12.5
2023-02-05 09:27:01,3272.19140625,12.3
2023-02-05 09:27:02,3272.1953125,13.675
2023-02-05 09:27:03,3272.2109375,14.0375
2023-02-05 09:27:04,3272.21484375,13.0875
2023-02-05 09:27:05,3272.30859375,13.275
2023-02-05 09:27:06,3272.234375,13.475
2023-02-05 09:27:07,3272.19921875,13.0875
2023-02-05 09:27:08,3272.18359375,13.075
2023-02-05 09:27:09,3272.1875,13.475
2023-02-05 09:27:10,3272.19140625,13.075
2023-02-05 09:27:11,3272.13671875,12.8875
2023-02-05 09:27:12,3272.0859375,14.0625
2023-02-05 09:27:13,3272.09375,13.65
2023-02-05 09:27:14,3272.1015625,12.3
2023-02-05 09:27:15,3272.1875,12.8875
2023-02-05 09:27:16,3272.109375,13.475
2023-02-05 09:27:17,3272.1171875,13.275
2023-02-05 09:27:18,3272.08203125,13.275
2023-02-05 09:27:19,3272.140625,13.8375
2023-02-05 09:27:20,3272.15625,13.675
2023-02-05 09:27:21,3272.16015625,12.5
2023-02-05 09:27:22,3272.16796875,13.075
2023-02-05 09:27:23,3272.17578125,13.475
2023-02-05 09:27:24,3272.18359375,13.275
2023-02-05 09:27:25,3272.26953125,12.5
2023-02-05 09:27:26,3272.1953125,13.8625
2023-02-05 09:27:27,3272.19921875,13.4625
2023-02-05 09:27:28,3272.20703125,12.5
2023-02-05 09:27:29,3272.17578125,12.7
2023-02-05 09:27:30,3272.2578125,16.35
2023-02-05 09:27:31,3272.26171875,13.275
2023-02-05 09:27:32,3272.3125,12.6875
2023-02-05 09:27:33,3272.27734375,13.0875
2023-02-05 09:27:34,3272.28125,13.475
2023-02-05 09:27:35,3272.37109375,14.05
2023-02-05 09:27:36,3272.30078125,12.5
2023-02-05 09:27:37,3272.3046875,13.675
2023-02-05 09:27:38,3272.30859375,12.875
2023-02-05 09:27:39,3272.3125,13.0875
2023-02-05 09:27:40,3272.27734375,12.6875
2023-02-05 09:27:41,3272.328125,13.275
2023-02-05 09:27:42,3272.33203125,13.475
2023-02-05 09:27:43,3272.3359375,12.8875
2023-02-05 09:27:44,3272.34765625,13.275
2023-02-05 09:27:45,3272.4453125,14.0375
2023-02-05 09:27:46,3272.36328125,13.4625
2023-02-05 09:27:47,3272.37109375,12.7
2023-02-05 09:27:48,3272.37890625,13.0875
2023-02-05 09:27:49,3272.3828125,13.0875
2023-02-05 09:27:50,3272.390625,13.0875
2023-02-05 09:27:51,3272.3515625,12.875
2023-02-05 09:27:52,3272.3984375,13.275
2023-02-05 09:27:53,3272.40625,13.275
2023-02-05 09:27:54,3272.4140625,12.5
2023-02-05 09:27:55,3272.5,13.075
2023-02-05 09:27:56,3272.421875,13.675
2023-02-05 09:27:57,3272.43359375,13.2625
2023-02-05 09:27:58,3272.44140625,12.7
2023-02-05 09:27:59,3272.44921875,12.7
2023-02-05 09:28:00,3272.453125,13.6625
2023-02-05 09:28:01,3272.4609375,12.7
2023-02-05 09:28:02,3272.46875,12.875
2023-02-05 09:28:03,3272.4765625,13.475
2023-02-05 09:28:04,3272.48046875,13.0875
2023-02-05 09:28:05,3272.57421875,12.5
2023-02-05 09:28:06,3272.49609375,14.0625
2023-02-05 09:28:07,3272.38671875,13.275
2023-02-05 09:28:08,3272.38671875,13.0875
2023-02-05 09:28:09,3272.38671875,13.0875
2023-02-05 09:28:10,3272.38671875,13.8625
2023-02-05 09:28:11,3272.38671875,13.65
2023-02-05 09:28:12,3272.34375,12.8875
2023-02-05 09:28:13,3272.3828125,13.275
2023-02-05 09:28:14,3272.3828125,13.475
2023-02-05 09:28:15,3272.46484375,12.875
2023-02-05 09:28:16,3272.3828125,13.275
2023-02-05 09:28:17,3272.38671875,13.65
2023-02-05 09:28:18,3272.38671875,13.475
2023-02-05 09:28:19,3272.38671875,12.8875
2023-02-05 09:28:20,3272.38671875,12.7
2023-02-05 09:28:21,3272.38671875,13.0875
2023-02-05 09:28:22,3272.38671875,12.875
2023-02-05 09:28:23,3272.34765625,12.6875
2023-02-05 09:28:24,3272.390625,13.475
2023-02-05 09:28:25,3272.47265625,13.475
2023-02-05 09:28:26,3272.390625,12.5
2023-02-05 09:28:27,3272.390625,13.0875
2023-02-05 09:28:28,3272.390625,13.4625
2023-02-05 09:28:29,3272.390625,13.275
2023-02-05 09:28:30,3272.390625,12.7
2023-02-05 09:28:31,3272.390625,13.475
2023-02-05 09:28:32,3272.390625,15.825
2023-02-05 09:28:33,3273.40625,14.2625
2023-02-05 09:28:34,3273.36328125,12.6875
2023-02-05 09:28:35,3273.484375,13.675
2023-02-05 09:28:36,3273.40234375,14.225
2023-02-05 09:28:37,3273.40234375,12.5
2023-02-05 09:28:38,3273.40234375,13.275
2023-02-05 09:28:39,3273.40234375,13.0875
2023-02-05 09:28:40,3273.40234375,12.7
2023-02-05 09:28:41,3273.40234375,13.475
2023-02-05 09:28:42,3273.40234375,13.65
2023-02-05 09:28:43,3273.40234375,13.275
2023-02-05 09:28:44,3273.40234375,13.4625
2023-02-05 09:28:45,3273.4453125,12.7
2023-02-05 09:28:46,3273.40234375,13.275
2023-02-05 09:28:47,3273.40234375,13.6625
2023-02-05 09:28:48,3273.40234375,13.275
2023-02-05 09:28:49,3273.40234375,12.8875
2023-02-05 09:28:50,3273.40234375,13.2625
2023-02-05 09:28:51,3273.40234375,13.8625
2023-02-05 09:28:52,3273.40234375,13.275
2023-02-05 09:28:53,3273.40234375,12.8875
2023-02-05 09:28:54,3273.484375,13.6625
2023-02-05 09:28:55,3273.40234375,13.475
2023-02-05 09:28:56,3273.40625,12.5
2023-02-05 09:28:57,3273.40625,12.8875
2023-02-05 09:28:58,3273.40625,13.8625
2023-02-05 09:28:59,3273.40625,13.4625
2023-02-05 09:29:00,3273.40625,12.8875
2023-02-05 09:29:01,3273.41015625,13.675
2023-02-05 09:29:02,3273.41015625,13.45
2023-02-05 09:29:03,3273.41015625,12.5
2023-02-05 09:29:04,3273.4921875,13.275
2023-02-05 09:29:05,3273.41015625,13.2625
2023-02-05 09:29:06,3273.3671875,13.0875
2023-02-05 09:29:07,3273.390625,12.7
2023-02-05 09:29:08,3273.390625,12.7
2023-02-05 09:29:09,3273.390625,14.0625
2023-02-05 09:29:10,3273.390625,12.875
2023-02-05 09:29:11,3273.390625,13.275
2023-02-05 09:29:12,3273.390625,12.8875
2023-02-05 09:29:13,3273.390625,13.85
2023-02-05 09:29:14,3273.47265625,13.2625
2023-02-05 09:29:16,3273.39453125,13.0875
2023-02-05 09:29:17,3273.3984375,13.275
2023-02-05 09:29:18,3273.359375,13.075
2023-02-05 09:29:19,3273.44140625,16.6
2023-02-05 09:29:20,3273.44140625,13.475
2023-02-05 09:29:21,3273.44140625,12.6875
2023-02-05 09:29:22,3273.44140625,13.0875
2023-02-05 09:29:23,3273.44140625,13.675
